0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07138956095581483,0.39420913941011393,0.6960338765815796,0.9269431102900321,1.0,1.0,1.0,1.0,0.8445534645085155,0.5868021808694819,0.26240765750798467,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07400865892271151,0.39625439728608536,0.6905536493558109,0.9024917801632629,1.0,1.0,1.0,0.9946919977149073,0.8239650233243054,0.49289176390949846,0.21909992785615334,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081424750526029,0.254582168671708,0.7115496873603606,0.9395789000297005,1.0,1.0,1.0,1.0,0.8542174748866757,0.5940938698246109,0.26802726940481786,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08565960941489276,0.41201312500971893,0.7098022261390966,0.9249242680412065,1.0,1.0,0.8873909334115154,1.0,0.8413136350642811,0.5903562834622776,0.2711726440089489,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09108437450171727,0.41953920072138345,0.7091272566152526,0.9200989445966947,1.0,1.0,1.0,0.9783355906933965,0.8153328513281807,0.42441172289831586,0.2688208254100299,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09053715983477355,0.41612986988590545,0.7101932075585425,0.9189191156533865,1.0,1.0,1.0,0.9766229298762692,0.8101578465894482,0.5711828258433309,0.2633017838051613,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09088199899461086,0.40538457829957025,0.6890236831891818,0.8981354783311074,1.0,1.0,1.0,0.9726732404635011,0.8060291674158313,0.5624590391852827,0.25712885989943424,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08628755185771711,0.3874009557861989,0.6192144653479067,0.8130417451842965,1.0,0.9172081609882078,0.858808403195029,0.785391453140382,0.6828762921030294,0.5048712326431934,0.2558904688635483,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08755501952673073,0.3846448334567414,0.667910766697478,0.8301950757794382,0.9589470966746915,0.7290356511872839,0.7639274361136826,0.9623890717053661,0.7984998905487255,0.5547810232269197,0.25234278904814317,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03818778903817097,0.3670074361454274,0.31270970953472305,0.5092254472462193,1.0,1.0,1.0,0.8277939629563337,0.6740732961106753,0.5647281277394777,0.2453277785392605,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11139940202850687,0.44808045094668997,0.7558615625212012,0.9859565463084826,1.0,1.0,1.0,1.0,0.8715510693186468,0.6100402446860734,0.23500058874774898,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215280344254871,0.5199872557596479,0.768439806717107,0.9401805120847081,1.0,1.0,1.0,0.9171971527607977,0.7389789585168302,0.48861161114549034,0.19113550461154036,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21354743460313427,0.514215435593258,0.7611486973988774,0.9292831631209556,1.0,1.0,1.0,0.9069521799709475,0.7303651454299205,0.48275918631330583,0.1889238631371018,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20234819227374828,0.4923336632373718,0.7283034242617634,0.899883647052063,0.9930544298392023,1.0,0.9766337086788827,0.8692040641227765,0.6962391892443939,0.4316286861324954,0.1698834572074336,0.0,0.0,0.0,0.0,0.0,0.0
